String ID,English text,en(English),fr,es,ko(Korean),ar(Arabic),pt(Portuguese),sv-rSE(Swedish),fi-rFI(French),bg-rBG(Bulgarian),es-rES(Spanish),pl-rPL(Polish),zh-rCN(Chinese Simplified),el-rGR(Greek),de-rDE(German),th-rTH(Thai),ru-rRU(Russian),hr-rHR(Croatian),nn-rNO(Norwegian),sr-rCS,fr-rCA(French),sl-rSI(Slovenian),es-rMX,hu-rHU(Hungarian),da-rDK(Danish),uk-rUA(Ukrainian),it-rIT(Italian),tr-rTR(Turkey),ro-rRO(Romanian),en-rGB(English),en-rAU(English),cs-rCZ(Czech),nl-rNL(Dutch),sk-rSK(Slovencina),es-rUS(English),fr-rFR(French)
lockSDCardContent,"Once initialized, this Nav SD card can only be used for navigation in this vehicle.","Once initialized, this Nav SD card can only be used for navigation in this vehicle.",,,초기화되면 내비게이션 SD 카드는 이 차량에서 내비게이션에만 사용할 수 있습니다.,بعد تهيئتها، لن يكون بالإمكان استخدام بطاقة SD لنظام الملاحة هذه إلّا للملاحة في هذه السيارة.,"Uma vez inicializado, este cartão SD de navegação só poderá ser utilizado para navegação neste veículo.",Efter initiering kan det här Nav SD-kortet endast användas för navigation i det här fordonet.,Alustamisen jälkeen tätä Nav SD -korttia voidaan käyttää vain navigointiin tässä autossa.,След инициализиране тази навигационна SD карта може да се използва за навигация само с този автомобил.,"Una vez inicializada, esta tarjeta SD de navegación solo se puede usar para la navegación en este vehículo.",Po zainicjowaniu karta SD nawigacji może być używana wyłącznie do nawigacji w tym pojeździe.,一旦初始化，该导航SD卡仅可用于本车辆导航。,"Μόλις αυτή η κάρτα SD πλοήγησης ενεργοποιηθεί, μπορεί να χρησιμοποιηθεί μόνο για πλοήγηση σε αυτό το όχημα.",Nach der Initialisierung kann diese Navigations-SD-Karte nur noch in diesem Fahrzeug zur Navigation verwendet werden.,เมื่อเริ่มใช้งานแล้ว การ์ด SD ของระบบนำทางการ์ดนี้จะสามารถใช้ได้กับระบบนำทางในรถคันนี้เท่านั้น,После инициализации эту карту SD можно будет использовать в автомобиле только для навигации.,"Nakon što se inicijalizira, ova navigacijska SD kartica može se upotrebljavati samo za navigaciju u ovom vozilu.",Etter initialisering kan dette Nav SD-kortet bare brukes for navigasjon i denne bilen.,"Kada se inicijalizuje, ova Nav SD kartica može da se koristi za navigaciju ovog vozila.","Une fois initialisée, cette carte SD de navigation peut seulement être utilisée pour la navigation à partir de ce véhicule.","Ko je inicializirana, lahko to Nav SD-kartico uporabljate samo za navigacijo v tem vozilu.","Una vez que se inicialice, esta tarjeta SD sólo se puede usar para navegación en este vehículo.","Miután inicializálta, ez a Nav SD-kártya csak ebben a járműben használható navigálásra.","Når det er startet, kan dette Nav SD-kort kun bruges til navigation i denne bil.",Після ініціалізації цієї SD-картки її можна буде використовувати лише для навігаційної системи в цьому автомобілі.,"Dopo l\'inizializzazione, questa scheda SD del navigatore può essere utilizzata solo per la navigazione in questo veicolo.","Başlatıldığında, bu Nav SD kart yalnızca bu araçtaki navigasyon için kullanılabilir.","După inițializare, acest card SD de navigație poate fi folosit numai pentru sistemul de navigație din acest vehicul.","Once initialised, this Nav SD card can only be used for navigation in this vehicle.","Once initialised, this SD card can only be used for navigation in this vehicle.",Po inicializaci lze tuto SD kartu navigace použít pouze pro navigaci v tomto vozidle.,U kunt deze SD-kaart voor de navigatie na de initialisatie alleen voor het systeem in dit voertuig gebruiken.,Po inicializácii je možné túto Nav SD kartu použiť na navigáciu len v tomto vozidle.,"Una vez que se inicialice, esta tarjeta SD sólo se puede usar para navegación en este vehículo.","Une fois initialisée, cette carte SD de navigation n\'est utilisable que pour la navigation dans ce véhicule."
lockSDCardTitle,SD Card Message,SD Card Message,,,내비게이션 SD 카드 메시지,رسالة بطاقة SD لنظام الملاحة.,Mensag. do cartão SD de navegação,Nav SD-kortmeddelande,Nav SD -kortin viesti,Съобщение за навиг. SD карта,Mensaje de tarjeta SD de navegación,Komunikat karty SD nawigacji,导航SD卡信息,Μήνυμα κάρτας SD πλοήγησης,Hinweis zur Navigations-SD-Karte,ข้อความการ์ด SD ของระบบนำทาง,Сообщение карты SD навигации,Poruka navigacijske SD kartice,Nav SD-kort melding,Poruka Nav SD kartice,Message de carte SD de navigation,Sporočilo Nav SD-kartice,Mensaje de tarjeta SD,Nav SD-kártya üzenet,Nav SD-kortmeddelelse,Повід. про SD-картку для навігації,Messaggio scheda SD del navigatore,Nav SD Kart Mesajı,Mesaj cardul SD de navigație,Nav SD Card Message,SD card message,Zpráva SD karty navigace,Melding SD-kaart navigatie,Hlásenie Nav SD karty,Mensaje de tarjeta SD,
lodgingItemLabel,Lodging,Lodging,,,숙박,مكان إقامة,Alojamento,Logi,Majoitus,Нощувки,Alojamientos,Hotele,住宿,Διαμονή,Unterkünfte,ที่พัก,Гостиницы,Smještaj,Overnatting,Smeštaj,Hébergement,Prenočišča,Hospedaje,Szállás,Logi,Готелі,Alloggi,Konaklama,Cazare,,,Ubytování,Hotel,Ubytovanie,Hospedaje,Héberg.
lodgingScreenTitle,Lodging,Lodging,,,숙박,مكان إقامة,Alojamento,Logi,Majoitus,Нощувки,Alojamientos,Zakwaterowanie,住宿,Διαμονή,Unterkunft,ที่พัก,Гостиницы,Smještaj,Overnatting,Smeštaj,Hébergement,Prenočišča,Hospedaje,Szállás,Logi,Готелі,Alloggi,Konaklama,Cazare,,,Ubytování,Hotel,Ubytovanie,Hospedaje,Héberg.
lodgingSubItemLabel,All Lodging,All Lodging,,,모든 숙박,كل أماكن الإقامة,Todos os alojamentos,All logi,Kaikki majoitusvaihtoehdot,Всички видове,Todo tipo de alojamiento,Wszystkie rodzaje zakwaterowania,所有住宿处,Όλα τα είδη διαμονής,Alle Einträge,ที่พักทั้งหมด,Все гостиницы,Sav smještaj,All overnatting,Svi smeštaji,Tout l\'hébergement,Vsa prenočišča,Todo el Hospedaje,Minden szállás,Logi,Усі варіанти проживання,Tutti gli alloggi,Her Türlü Konaklama,Toate cazările,,,Veškeré ubytování,Alle accommodaties,Ubytovanie – všetko,Todo el Hospedaje,Tous les hébergements
longDistanceBusStationItemLabel,Long Distance Bus Stations,Long Distance Bus Stations,,,장거리 버스 정류장,محطات باصات للمسافات الطويلة,Estações de camionetas de passageiros,Långfärdsbussar,Linja-autoasemat,Автогари за превози на дълги разстояния,Estaciones de autobuses de larga distancia,Dworce autobusów dalekobieżnych,长途汽车站,Σταθμοί υπεραστικών λεωφορείων,Busbahnhof,สถานีรถโดยสารทางไกล,Автовокзалы,Postaje za međugradske autobusne linije,Busstasjoner for lange avstander,Međugradske autobuske stanice,Gares d\'autobus longue distance,Avtobusne postaje dolgih linij,Terminales de Autobuses,Távolsági buszmegállók,Fjernbusterminaler,Майданчики для автобусів далекого сполучення,Stazioni autobus extraurbani,Şehirlerarası Otobüs,Stații de autobuz de distanță mare,,,Stanice dálkové autobusové dopravy,Langeafstandsbusstations,Stanice diaľkových spojov,Terminales de Autobuses,Gares routières
mainContent_requestPermissions,"For the use of Navigation, permissions to access your Storage, Location and Phone are required.","For the use of Navigation, permissions to access your Storage, Location and Phone are required.",,,내비게이션을 사용하려면 차량의 내비게이션 SD 카드의 데이터를 접근 및 입력할 권한이 있어야 합니다.,يتطلّب استخدام نظام الملاحة توفر الإذن للوصول إلى بيانات بطاقة SD لنظام الملاحة الخاصة بالسيارة وإدخالها.,"Para a utilização da Navegação, são necessárias permissões para aceder ao seu Armazenamento, Localização e Telefone.","För användning av navigeringen krävs behörighet för åtkomst till din lagring, plats och telefon.",Navigoinnin käyttöön vaaditaan lupa käyttää ja syöttää tietoja auton Nav SD -kortilta.,"Необходимо е вашето разрешение за достъп и въвеждане на данни от навигационната SD карта на автомобила, за да можете да използвате навигацията.","El uso de la navegación requiere permisos de acceso al almacenamiento, a la ubicación y al teléfono.","Aby korzystać z nawigacji, wymagana jest zgoda na dostęp do pamięci, lokalizacji i telefonu.",使用导航时，您需要获得访问和输入车辆导航SD卡数据的权限。,"Για τη χρήση της Πλοήγησης, απαιτούνται δικαιώματα πρόσβασης στο χώρο αποθήκευσης, στην τοποθεσία σας και στο τηλέφωνο σας.","Für die Nutzung der Navigation sind Berechtigungen zum Zugriff auf Ihren Speicher, Ihren Standort und Ihr Telefon erforderlich.",คุณจำเป็นต้องให้อนุญาตในการเข้าถึงและป้อนข้อมูลจากการ์ด SD ของระบบนำทางของรถ เพื่อใช้ระบบนำทาง,Для использования навигации требуется ваше разрешение на доступ и ввод данных с карты SD для навигации автомобиля.,Za upotrebu navigacije potrebno je vaše dopuštenje za pristup i unos podataka s navigacijske SD kartice vozila.,"For at du skal kunne bruke navigasjonen, kreves det tillatelser for å få tilgang til lagring, posisjon og telefon.","Za korišćenje Navigacije, potrebna je vaša dozvola za pristup i unos podataka sa Nav SD kartice vozila.",Vous devez être autorisé à consulter et à modifier les données de la carte SD de navigation du véhicule pour utiliser la fonction de navigation.,Za uporabo navigacije je potrebno vaše dovoljenje za dostop in vnos podatkov iz Nav SD-kartice tega vozila.,Su permiso para obtener acceso e ingresar datos de la tarjeta SD del vehículo es requerido para el uso de la Navegación.,A jármű Nav SD-kártyáján lévő adatokhoz való hozzáféréshez és azok navigációra való használatához az Ön engedélye szükséges.,"For at kunne benytte Navigation, skal du give tilladelse til, at denne funktion kan tilgå din lagringsenhed, placering og telefon.",Для користування навігаційною системою потрібен ваш дозвіл на доступ до даних на SD-картці для навігації та їх отримання з неї.,"Per l\'uso della Navigazione, sono necessarie le autorizzazioni per accedere a Memoria, Posizione e Telefono.","Navigasyonun kullanımı için, aracın Nav SD kartına erişme ve verileri girme izniniz gereklidir.",Pentru utilizarea sistemului de navigație este necesară permisiunea dvs. pentru accesarea și introducerea informațiilor de pe cardul SD de navigație al vehiculului.,Your permission to access and input data from the vehicle\'s Nav SD card is required for the use of Navigation.,Your permission to access and input data from the vehicle\'s SD card is required for the use of Navigation.,K používání navigace je zapotřebí přístupové oprávnění a vložení dat z SD karty navigace vozidla. ,"Om navigatie te gebruiken, is toestemming voor toegang tot uw opslag, locatie en telefoon vereist.",Na používanie navigácie potrebujete povolenie na prístup k dátam a ich zadávanie od Nav SD karty vozidla.,Su permiso para obtener acceso e ingresar datos de la tarjeta SD del vehículo es requerido para el uso de la Navegación.,"Pour l\'utilisation de la navigation, des autorisations d\'accès à votre mémoire, votre position et votre téléphone sont nécessaires."
manageFeaturesTitle,Manage Features,Manage Features,,,,,Funcionalidades de Gestão,Hantera funktioner,,,Configurar características,Menedżer funkcji,,Διαχείριση λειτουργιών,Funktionen verwalten,จัดการฟังก์ชัน,,,Administrere funksjoner,,,,,,Administrer funktioner,,Gestire le funzionalità,,,,,,Functies beheren,,,Gestion des fonctions
manageHistoryLabel,Manage History,Manage History,Gérer l\'historique,,주행 기록 관리,إدارة المحفوظات,Gerir histórico,Hantera historik,Historian hallinta,Управление на история,Gestión del historial,Zarządzaj historią,管理历史记录,Διαχείριση ιστορικού,Verlauf verwalten,จัดการประวัติ,Управление журналами,Upravljanje poviješću,Administrer historikk,Upravljanje istorijom,,Upravljanje zgodovine,Administrar Historial,Előzmények kezelése,Administrer historik,Керування журналом,Gestione cronologia,Geçmiş Yönetimi,Gestionare istoric,,,Správa historie,Geschiedenis beheren,Spravovať históriu,Administrar Historial,
manageHistoryTitle,Manage History,Manage History,Gérer l\'historique,,주행 기록 관리,إدارة المحفوظات,Gerir histórico,Hantera historik,Historian hallinta,Управление на история,Gestión del historial,Zarządzaj historią,管理历史记录,Διαχείριση ιστορικού,Verlauf verwalten,จัดการประวัติ,Управление журналами,Upravljanje poviješću,Administrer historikk,Upravljanje istorijom,,Upravljanje zgodovine,Administrar Historial,Előzmények kezelése,Administrer historik,Керування журналом,Gestione cronologia,Geçmiş Yönetimi,Gestionare istoric,,,Správa historie,Geschiedenis beheren,Spravovať históriu,Administrar Historial,
mapColorSummary,Select Auto to automatically change modes based on lighting conditions.,Select Auto to automatically change modes based on lighting conditions.,,,자동을 선택하면 모드가 조명 조건에 따라 자동으로 변경됩니다.,حدّد \"تلقائي\" لتغيير الأوضاع تلقائياً وفقاً لظروف الإضاءة.,Selecione Auto para mudar modos automaticamente com base nas condições de iluminação.,Välj Auto för att ändra läge automatiskt beroende på ljusförhållanden.,"Valitse Automaattinen, jos haluat vaihtaa tilaa automaattisesti valaistusolosuhteiden mukaan.","Изберете „Авто\"", за да се сменят режимите автоматично въз основа на условията на осветеност.",Seleccione Automático para cambiar automáticamente de modo en función de las condiciones de iluminación.,"Wybierz opcję Auto, aby automatycznie zmieniać tryb na podstawie warunków oświetlenia.",选择“自动”以根据照明状况自动更改模式。,Επιλέξτε Αυτόματα για αυτόματη εναλλαγή λειτουργιών ανάλογα με τις συνθήκες φωτισμού.,Bei „Automatisch“ ändert sich der Modus automatisch anhand der Lichtverhältnisse.,เลือก \'อัตโนมัติ\' เพื่อเปลี่ยนโหมดโดยอัตโนมัติตามสภาพแสง,"Выберите «Автоматически», что менять режимы автоматически в соответствии с условиями освещенности.",Za automatsku promjenu načina rada ovisno o uvjetima osvjetljenja odaberite Automatski.,Velg Auto for å endre moduser automatisk basert på lysforholdene.,Izaberite „Auto“ da biste automatski menjali režime na osnovu osvetljenja.,Sélectionnez Auto pour changer les modes automatiquement en fonction des conditions d\'éclairage.,"Izberite Samodejno, če želite, da se načini samodejno spreminjajo glede na osvetlitev.",Seleccione Auto para cambiar modos automáticamente con base a las condiciones de iluminación.,"Válassza az Auto beállítást, ha  azt szeretné, hogy az üzemmódok a fényviszonyoktól függően, automatikusan változzanak!",Vælg Automatisk for at skifte tilstand automatisk baseret på lysforholdene.,"Виберіть \""Автоматично\"", щоб змінювати режим автоматично залежно від умов освітлення.",Selezionare Auto per modificare automaticamente le modalità in base alle condizioni di illuminazione.,Işık koşullarına göre otomatik olarak mod değiştirmek için Otomatik seçeneğini seçin.,Selectați Auto pentru a modifica automat modurile în funcție de condițiile de iluminare.,,,Pro automatickou změnu režimů podle světelných podmínek zvolte Auto.,Selecteer Auto om de modus automatisch te wijzigen op basis van de lichtomstandigheden.,Pomocou voľby Auto automaticky zmeníte režimy podľa svetelných podmienok.,Seleccione Automático para cambio automático de modos según las condiciones de iluminación.,Sélectionnez Auto pour changer automatiquement de mode en fonction des conditions d\'éclairage.
